league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
AUT-Bundesliga,2024-25,Rapid Wien,Amin-Elias Gröller,AUT,DF,19,2005,1.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Andrija Radulović,MNE,"MF,FW",22,2002,4.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ange Ahoussou,CIV,DF,20,2003,8.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Bendegúz Bolla,HUN,DF,24,1999,29.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Benjamin Böckle,AUT,DF,22,2002,4.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Christoph Lang,AUT,"MF,FW",22,2002,3.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dennis Kaygin,GER,MF,20,2004,4.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dion Drena Beljo,CRO,FW,22,2002,24.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dominic Vincze,AUT,DF,20,2004,3.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ercan Kara,AUT,FW,28,1996,6.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Furkan Dursun,AUT,FW,19,2005,1.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Guido Burgstaller,AUT,FW,35,1989,13.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Isak Jansson,SWE,"MF,FW",22,2002,17.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ismaïl Seydi,FRA,FW,23,2001,0.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Jakob Schöller,AUT,DF,18,2005,4.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Jonas Auer,AUT,DF,23,2000,21.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Louis Schaub,AUT,MF,29,1994,18.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Lukas Grgic,AUT,MF,28,1995,21.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Mamadou Sangare,MLI,MF,22,2002,22.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Matthias Seidl,AUT,MF,23,2001,27.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Maximilian Hofmann,AUT,DF,30,1993,3.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Moritz Oswald,AUT,"MF,DF",22,2002,9.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Nenad N. Cvetković,SRB,DF,28,1996,17.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Niklas Hedl,AUT,GK,23,2001,29.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Nikolaus Wurmbrand,AUT,"MF,FW",18,2006,5.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Noah Bischof,AUT,FW,21,2002,4.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Paul Gartler,AUT,GK,27,1997,2.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Roman Kerschbaum,AUT,MF,30,1994,0.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Romeo Amane,CIV,MF,21,2003,6.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Serge Raux Yao,FRA,DF,25,1999,29.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Thierry Gale,BRB,MF,22,2002,0.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Tobias Børkeeiet,NOR,MF,25,1999,1.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Tobias Hedl,AUT,FW,21,2003,0.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Alexander Gorgon,AUT,"FW,MF",35,1988,8.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Ammar Helac,AUT,GK,26,1998,3.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Benedikt Zech,AUT,DF,33,1990,15.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Christian Gebauer,AUT,"FW,MF",30,1993,7.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Dejan Stojanović,AUT,GK,31,1993,29.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Dijon Kameri,AUT,"MF,FW",20,2004,16.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Djawal Kaïba,CMR,MF,21,2003,8.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Erkin Yalcin,AUT,FW,20,2004,0.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Filip Milojević,AUT,MF,19,2005,1.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Florian Dietz,GER,FW,25,1998,5.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Gustavo Santos Costa,BRA,FW,28,1996,8.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Leonardo Lukacevic,AUT,"DF,MF",25,1999,16.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lincoln,BRA,FW,23,2000,0.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Luca Kronberger,AUT,"FW,MF",22,2002,4.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Fadinger,AUT,"MF,FW",23,2000,12.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Fridrikas,AUT,FW,26,1997,16.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Gugganig,AUT,DF,29,1995,17.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Jäger,AUT,MF,30,1994,11.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Marlon Mustapha,AUT,"FW,MF",23,2001,8.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Mike-Steven Bähre,GER,MF,28,1995,22.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Mohamed Ouédraogo,BFA,"MF,DF",21,2003,16.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Oliver Strunz,AUT,"FW,MF",24,2000,9.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Ousmane Diawara,SWE,FW,24,1999,8.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Pascal Juan Estrada,AUT,DF,22,2002,20.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Paul Koller,AUT,DF,22,2002,26.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Sandro Ingolitsch,AUT,"DF,MF",27,1997,25.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Sofian Bahloul,FRA,"FW,MF",24,1999,4.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Steve Noode,CMR,DF,19,2005,0.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Vesel Demaku,KVX,MF,24,2000,24.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Aaron Schwarz,AUT,MF,20,2004,0.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Adem Mustafić,BIH,DF,16,2008,0.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Armin Karic,BIH,MF,19,2004,0.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Ben Bobzien,GER,"FW,MF",21,2003,29.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Christopher Cvetko,AUT,MF,27,1997,25.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Christopher Wernitznig,AUT,MF,34,1990,25.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,David Toshevski,MKD,FW,23,2001,14.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Dikeni-Rafid Salifou,TOG,MF,21,2003,18.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Dino Delić,BIH,FW,15,2008,0.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Florian Jaritz,AUT,"MF,DF",26,1997,16.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Jannik Robatsch,AUT,"DF,MF",19,2004,23.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Jonas Kühn,GER,"MF,DF",22,2002,7.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Keanan Bennetts,ENG,"MF,FW",25,1999,5.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Kosmas Gezos,GRE,DF,31,1992,14.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Laurenz Dehl,GER,FW,22,2001,2.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Marco Knaller,AUT,GK,37,1987,5.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Martin Hinteregger,AUT,DF,31,1992,14.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Matteo Kitz,AUT,DF,17,2007,5.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Nicolas Binder,AUT,FW,22,2002,13.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Niklas Szerencsi,AUT,DF,24,2000,15.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Philipp Wydra,AUT,FW,21,2003,5.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Simon Spari,AUT,GK,22,2002,27.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Simon Straudi,ITA,"MF,DF",25,1999,17.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Solomon Bonnah,NED,"MF,DF",20,2003,11.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Thorsten Mahrer,AUT,DF,34,1990,28.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Tobias Koch,AUT,MF,23,2001,24.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Tristan Schoppitsch,AUT,MF,17,2006,0.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Amady Camara,MLI,FW,19,2005,6.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Arjan Malic,BIH,DF,18,2005,4.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Belmin Beganovic,BIH,FW,19,2004,0.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Daniil Khudiakov,RUS,GK,20,2004,2.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Dimitri Lavalée,BEL,DF,27,1997,28.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Emanuel Aiwum,AUT,DF,23,2000,24.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Emir Karic,AUT,DF,27,1997,7.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Emran Soglo,ENG,DF,19,2005,0.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Erencan Yardimci,TUR,FW,22,2002,2.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Fally Mayulu,FRA,FW,22,2002,0.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Gregory Wüthrich,SUI,DF,29,1994,18.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Jacob Hodl,AUT,MF,17,2007,0.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Jon Gorenc Stanković,SVN,MF,28,1996,22.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Jusuf Gazibegović,BIH,DF,24,2000,13.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Kjell Scherpen,NED,GK,24,2000,30.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Konstantin Schopp,AUT,DF,18,2005,0.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Leon Grgic,AUT,FW,18,2006,9.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Lovro Zvonarek,CRO,"FW,MF",19,2005,4.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Malick Yalcouye,CIV,MF,18,2005,22.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Manprit Sarkaria,AUT,"FW,MF",27,1996,0.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Max Johnston,SCO,DF,20,2003,18.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Mika Biereth,DEN,"FW,MF",21,2003,14.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Niklas Geyrhofer,AUT,DF,24,2000,13.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Otar Kiteishvili,GEO,"MF,FW",28,1996,29.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Peter Kiedl,AUT,FW,20,2004,0.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Seedy Jatta,NOR,"FW,MF",21,2003,13.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Stefan Hierländer,AUT,MF,33,1991,1.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Tochi Chukwuani,DEN,MF,21,2003,13.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Tomi Horvat,SVN,MF,25,1999,22.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Sturm Graz,William Bøving,DEN,"FW,MF",21,2003,24.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Adam Stejskal,CZE,GK,21,2002,31.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Alexander Eckmayr,AUT,FW,25,1999,1.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Alexander Ranacher,AUT,"MF,FW",25,1998,6.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Bror Blume,DEN,"MF,FW",32,1992,14.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Cem Üstündag,AUT,"MF,DF",23,2001,15.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Christian Huetz,AUT,FW,18,2006,0.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,David Gugganig,AUT,DF,27,1997,22.3,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,David Jaunegg,AUT,DF,21,2003,15.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Florian Rieder,AUT,FW,28,1996,5.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Jamie Lawrence,GER,DF,21,2002,27.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Johannes Naschberger,AUT,MF,24,2000,12.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Jonas David,GER,DF,24,2000,16.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Justin Forst,AUT,FW,21,2003,0.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Lennart-Marten Czyborra,GER,"MF,DF",25,1999,17.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Lukas Hinterseer,AUT,FW,33,1991,14.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Lukas Sulzbacher,AUT,"MF,DF",24,2000,16.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Mahamadou Diarra,MLI,FW,20,2003,11.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Matthäus Taferner,AUT,MF,23,2001,25.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Mazou Bambara,BFA,FW,22,2002,0.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Osarenren Okungbowa,AUT,DF,30,1994,8.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Quincy Butler,USA,"FW,MF",22,2001,26.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Stefan Skrbo,AUT,"FW,MF",23,2001,15.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Thomas Geris,AUT,"MF,DF",21,2002,4.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Tobias Anselm,AUT,"FW,MF",24,2000,6.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Valentino Müller,AUT,MF,25,1999,31.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Yannick Vötter,AUT,"MF,FW",19,2004,2.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Abou Sylla,CIV,,17,2006,0.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Adis Jasic,AUT,"MF,DF",21,2003,21.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Alessandro Schöpf,AUT,MF,30,1994,5.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Angelo Gattermayer,AUT,"MF,FW",22,2002,14.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Boris Matić,SRB,"MF,DF",19,2004,13.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Cheikh Mamadou Diabaté,CIV,DF,20,2004,10.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Chibuike Nwaiwu,NGA,"DF,MF",21,2003,22.4,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,David Atanga,GHA,"MF,FW",27,1996,8.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Dejan Zukić,SRB,"MF,FW",23,2001,25.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Dominik Baumgartner,AUT,DF,28,1996,26.7,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Emmanuel Ofori Agyemang,GHA,MF,20,2004,10.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Erik Kojzek,SVN,FW,18,2006,7.6,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Ervin Omic,AUT,"MF,DF",21,2003,11.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Jonathan Scherzer,AUT,DF,29,1995,2.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Lukas Gütlbauer,AUT,GK,23,2000,2.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Markus Pink,AUT,FW,33,1991,11.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Maximilian Ullmann,AUT,"MF,DF",28,1996,29.1,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Nicolas Wimmer,AUT,DF,29,1995,25.5,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Nikolas Polster,AUT,GK,22,2002,30.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Pascal Müller,AUT,MF,21,2003,0.0,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Sandro Altunashvili,GEO,MF,27,1997,8.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Sankara Karamoko,CIV,FW,20,2003,2.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Simon Piesinger,AUT,MF,32,1992,26.8,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Thierno Ballo,AUT,"FW,MF",22,2002,27.2,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Thomas Sabitzer,AUT,FW,23,2000,4.9,,,,,,,,,,,,,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Tobias Gruber,AUT,DF,19,2005,2.4,,,,,,,,,,,,,,,,
BEL-Belgian Pro League,2024-25,Anderlecht,Adryelson,BRA,DF,26,1998,6.0,4,0.66,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Alexis Flips,FRA,FW,24,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Ali Maamar,MAR,"DF,MF",19,2005,4.7,6,1.27,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Amando Lapage,BEL,DF,19,2004,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Anders Dreyer,DEN,FW,26,1998,15.3,69,4.51,46,11,2,6,2,2,8,0.52,4,1,0,2,1,0
BEL-Belgian Pro League,2024-25,Anderlecht,Colin Coosemans,BEL,GK,31,1992,28.0,6,0.21,3,3,0,0,0,0,1,0.04,0,1,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,César Huerta,MEX,"MF,FW",23,2000,6.8,22,3.22,16,1,2,1,2,0,3,0.44,3,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Elyess Dao,MAR,"MF,FW",17,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Francis Amuzu,BEL,FW,24,1999,7.9,32,4.02,23,4,3,0,2,0,7,0.88,5,1,0,0,1,0
BEL-Belgian Pro League,2024-25,Anderlecht,Jan Vertonghen,BEL,DF,37,1987,3.0,2,0.66,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Jan-Carlo Simic,SRB,DF,19,2005,22.1,9,0.41,9,0,0,0,0,0,1,0.05,1,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Kasper Dolberg,DEN,FW,26,1997,18.6,40,2.15,29,0,4,4,3,0,4,0.22,2,0,1,1,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Keisuke Goto,JPN,FW,19,2005,1.7,4,2.34,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Killian Sardella,BEL,"DF,MF",22,2002,21.8,46,2.1,40,2,1,2,0,1,3,0.14,3,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Kristian Arnstad,NOR,DF,20,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Leander Dendoncker,BEL,"MF,DF",29,1995,19.3,27,1.4,21,1,1,3,1,0,2,0.1,1,0,0,1,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Louis Patris,BEL,DF,23,2001,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Lucas Hey,DEN,DF,21,2003,7.2,5,0.69,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Ludwig Augustinsson,SWE,DF,30,1994,9.5,34,3.6,21,10,1,2,0,0,2,0.21,2,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Luis Vázquez,ARG,"FW,MF",23,2001,10.3,19,1.84,14,0,2,3,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Mads Kikkenborg,DEN,GK,24,1999,2.0,2,1.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Majeed Ashimeru,GHA,MF,26,1997,4.2,19,4.46,15,0,1,1,1,1,1,0.23,1,0,0,0,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Mario Stroeykens,BEL,MF,19,2004,16.9,68,4.02,55,1,4,3,3,2,13,0.77,11,0,0,0,2,0
BEL-Belgian Pro League,2024-25,Anderlecht,Mathias Jørgensen,DEN,DF,34,1990,15.7,17,1.08,13,1,0,3,0,0,4,0.25,1,1,0,2,0,0
BEL-Belgian Pro League,2024-25,Anderlecht,Mats Rits,BEL,MF,31,1993,22.6,36,1.59,25,5,0,3,2,1,3,0.13,2,0,0,1,0,0
